date,temp,humidity,precipitation
2017/08/01,30.004166666666663,65.16666666666667,0.0
2017/08/02,28.712499999999995,76.875,103.0
2017/08/03,29.504166666666666,75.20833333333333,4.0
2017/08/04,29.291666666666668,78.83333333333333,22.0
2017/08/05,31.61666666666666,65.79166666666667,0.0
2017/08/06,32.65833333333334,60.375,0.0
2017/08/07,33.170833333333334,58.875,0.0
2017/08/08,32.641666666666666,59.041666666666664,0.0
2017/08/09,32.74166666666666,55.333333333333336,0.0
2017/08/10,32.483333333333334,56.25,0.0
2017/08/11,32.095833333333324,60.166666666666664,0.0
2017/08/12,32.11666666666667,62.083333333333336,0.0
2017/08/13,31.837500000000006,64.125,0.0
2017/08/14,32.25,61.708333333333336,0.0
2017/08/15,32.1625,60.0,0.0
2017/08/16,31.583333333333332,62.5,0.0
2017/08/17,30.958333333333332,66.0,0.0
2017/08/18,31.774999999999995,61.0,0.0
2017/08/19,30.712500000000006,65.20833333333333,2.0
2017/08/20,31.3875,61.041666666666664,0.0
2017/08/21,30.22083333333333,69.95833333333333,4.0
2017/08/22,30.808333333333334,61.875,1.0
2017/08/23,30.39583333333333,65.70833333333333,2.0
2017/08/24,29.954166666666662,71.79166666666667,7.0
2017/08/25,30.954166666666662,62.833333333333336,0.0
2017/08/26,31.612500000000008,57.375,0.0
2017/08/27,30.299999999999997,65.58333333333333,25.0
2017/08/28,30.40833333333333,64.58333333333333,0.0
2017/08/29,30.933333333333326,64.29166666666667,0.0
2017/08/30,30.3,65.125,0.0
2017/08/31,29.874999999999996,67.29166666666667,1.0
