date,temp,humidity,precipitation
2017/10/01,31.487500000000008,58.666666666666664,0.0
2017/10/02,31.370833333333334,63.416666666666664,0.0
2017/10/03,29.77083333333334,69.41666666666667,0.0
2017/10/04,26.47083333333333,80.29166666666667,7.0
2017/10/05,27.954166666666666,72.25,0.0
2017/10/06,28.23333333333333,77.54166666666667,0.0
2017/10/07,26.924999999999997,80.95833333333333,5.0
2017/10/08,27.879166666666663,80.20833333333333,11.0
2017/10/09,30.262500000000003,66.95833333333333,0.0
2017/10/10,30.13333333333333,68.04166666666667,0.0
2017/10/11,28.612499999999997,74.45833333333333,8.0
2017/10/12,25.583333333333343,86.875,120.0
2017/10/13,24.904166666666665,85.0,82.0
2017/10/14,26.2375,87.20833333333333,90.0
2017/10/15,26.075,89.33333333333333,38.0
2017/10/16,28.154166666666665,77.33333333333333,0.0
2017/10/17,26.445833333333336,79.125,2.0
2017/10/18,25.312499999999996,81.66666666666667,4.0
2017/10/19,24.17083333333333,83.5,12.0
2017/10/20,23.01666666666667,82.875,3.0
2017/10/21,21.870833333333334,73.79166666666667,7.0
2017/10/22,21.879166666666666,55.416666666666664,0.0
2017/10/23,21.866666666666664,63.083333333333336,0.0
2017/10/24,22.054166666666664,69.25,0.0
2017/10/25,23.025000000000002,60.75,0.0
2017/10/26,23.066666666666666,61.166666666666664,0.0
2017/10/27,23.000000000000004,65.20833333333333,0.0
2017/10/28,21.962499999999995,71.25,0.0
2017/10/29,22.30416666666667,64.58333333333333,0.0
2017/10/30,20.3625,61.958333333333336,0.0
2017/10/31,21.35416666666666,66.45833333333333,0.0
