date,temp,humidity,precipitation
2017/06/01,30.125000000000004,64.41666666666667,0.0
2017/06/02,25.52916666666667,84.54166666666667,169.0
2017/06/03,24.587499999999995,88.33333333333333,162.0
2017/06/04,25.204166666666666,90.25,19.0
2017/06/05,27.829166666666666,79.16666666666667,0.0
2017/06/06,29.245833333333337,73.79166666666667,0.0
2017/06/07,30.112499999999994,69.0,0.0
2017/06/08,29.308333333333334,72.25,0.0
2017/06/09,30.0125,69.125,0.0
2017/06/10,29.112499999999997,73.875,5.0
2017/06/11,28.404166666666665,77.66666666666667,9.0
2017/06/12,27.4875,79.45833333333333,24.0
2017/06/13,27.749999999999996,79.25,37.0
2017/06/14,25.100000000000005,85.20833333333333,66.0
2017/06/15,22.587499999999995,87.125,55.0
2017/06/16,23.97083333333333,89.66666666666667,36.0
2017/06/17,23.466666666666665,89.45833333333333,66.0
2017/06/18,24.075,88.95833333333333,23.0
2017/06/19,26.595833333333342,81.875,1.0
2017/06/20,28.987499999999997,64.5,0.0
2017/06/21,29.462499999999995,68.16666666666667,0.0
2017/06/22,29.61666666666667,66.70833333333333,0.0
2017/06/23,30.07083333333334,67.66666666666667,0.0
2017/06/24,30.525000000000006,65.66666666666667,0.0
2017/06/25,30.641666666666666,64.125,0.0
2017/06/26,31.03333333333333,63.208333333333336,0.0
2017/06/27,30.350000000000005,66.625,0.0
2017/06/28,30.299999999999994,65.125,0.0
2017/06/29,30.15416666666667,64.75,0.0
2017/06/30,29.091666666666665,69.5,13.0
