date,temp,humidity,precipitation
2017/04/01,15.141666666666666,69.75,13.0
2017/04/02,17.15833333333333,48.541666666666664,0.0
2017/04/03,19.916666666666668,47.875,0.0
2017/04/04,22.037500000000005,52.5,0.0
2017/04/05,23.370833333333334,57.541666666666664,0.0
2017/04/06,23.516666666666666,64.54166666666667,0.0
2017/04/07,23.9875,69.25,0.0
2017/04/08,25.70833333333333,66.625,0.0
2017/04/09,26.545833333333334,68.75,0.0
2017/04/10,28.75,59.375,0.0
2017/04/11,20.77083333333334,73.70833333333333,17.0
2017/04/12,17.65416666666667,74.5,14.0
2017/04/13,19.275,67.66666666666667,6.0
2017/04/14,21.19583333333333,75.66666666666667,0.0
2017/04/15,24.145833333333332,72.0,0.0
2017/04/16,25.379166666666666,69.91666666666667,0.0
2017/04/17,27.158333333333335,68.08333333333333,0.0
2017/04/18,26.399999999999995,72.66666666666667,0.0
2017/04/19,25.516666666666666,74.75,13.0
2017/04/20,25.862499999999994,69.91666666666667,1.0
2017/04/21,24.883333333333336,71.08333333333333,29.0
2017/04/22,17.658333333333335,72.70833333333333,16.0
2017/04/23,19.98333333333333,57.25,0.0
2017/04/24,21.445833333333326,70.25,2.0
2017/04/25,23.89583333333333,70.16666666666667,0.0
2017/04/26,23.875,71.45833333333333,1.0
2017/04/27,17.620833333333334,80.95833333333333,23.0
2017/04/28,19.391666666666666,57.916666666666664,0.0
2017/04/29,21.2375,52.541666666666664,0.0
2017/04/30,23.875,59.125,0.0
