date,temp,humidity,precipitation
2017/03/01,16.416666666666668,74.16666666666667,2.0
2017/03/02,14.475000000000001,61.708333333333336,0.0
2017/03/03,16.945833333333333,61.791666666666664,0.0
2017/03/04,18.329166666666666,73.08333333333333,0.0
2017/03/05,20.45,71.66666666666667,0.0
2017/03/06,16.029166666666665,76.41666666666667,26.0
2017/03/07,14.033333333333331,69.08333333333333,10.0
2017/03/08,14.037500000000001,78.66666666666667,4.0
2017/03/09,15.954166666666667,75.5,1.0
2017/03/10,17.349999999999998,86.16666666666667,38.0
2017/03/11,19.72083333333333,81.16666666666667,2.0
2017/03/12,21.795833333333334,77.91666666666667,0.0
2017/03/13,18.304166666666664,86.08333333333333,13.0
2017/03/14,14.187500000000002,75.75,6.0
2017/03/15,16.091666666666665,66.0,0.0
2017/03/16,16.225,84.41666666666667,22.0
2017/03/17,18.054166666666664,83.25,3.0
2017/03/18,19.9375,81.875,1.0
2017/03/19,19.51666666666667,83.83333333333333,3.0
2017/03/20,21.833333333333332,79.375,0.0
2017/03/21,18.69583333333333,78.125,0.0
2017/03/22,20.895833333333332,73.5,2.0
2017/03/23,18.920833333333334,78.70833333333333,5.0
2017/03/24,21.05833333333333,68.5,0.0
2017/03/25,16.579166666666666,82.54166666666667,29.0
2017/03/26,14.383333333333333,76.95833333333333,12.0
2017/03/27,19.108333333333338,55.541666666666664,0.0
2017/03/28,22.16666666666667,57.041666666666664,0.0
2017/03/29,21.525000000000006,66.04166666666667,0.0
2017/03/30,22.841666666666672,68.83333333333333,0.0
2017/03/31,18.758333333333336,77.125,22.0
