date,temp,humidity,precipitation
2017/11/01,23.6875,75.58333333333333,1.0
2017/11/02,25.587499999999995,71.66666666666667,0.0
2017/11/03,22.937499999999996,80.375,15.0
2017/11/04,19.700000000000003,76.125,1.0
2017/11/05,20.72083333333333,75.0,0.0
2017/11/06,25.687500000000004,68.75,1.0
2017/11/07,27.52083333333333,68.375,0.0
2017/11/08,23.745833333333334,76.79166666666667,0.0
2017/11/09,23.495833333333337,78.5,0.0
2017/11/10,26.95416666666667,68.625,0.0
2017/11/11,22.170833333333334,76.95833333333333,1.0
2017/11/12,21.587500000000002,78.33333333333333,2.0
2017/11/13,22.8125,80.75,34.0
2017/11/14,22.95,77.66666666666667,3.0
2017/11/15,23.537499999999998,73.16666666666667,0.0
2017/11/16,25.458333333333332,74.66666666666667,0.0
2017/11/17,26.166666666666668,70.54166666666667,0.0
2017/11/18,21.46666666666667,75.70833333333333,3.0
2017/11/19,17.604166666666668,80.375,18.0
2017/11/20,18.9375,84.16666666666667,15.0
2017/11/21,21.208333333333332,83.5,5.0
2017/11/22,20.024999999999995,83.54166666666667,4.0
2017/11/23,17.287499999999998,75.70833333333333,4.0
2017/11/24,18.291666666666668,69.29166666666667,1.0
2017/11/25,18.46666666666667,87.58333333333333,27.0
2017/11/26,20.5125,83.91666666666667,1.0
2017/11/27,21.620833333333337,80.125,1.0
2017/11/28,25.966666666666665,68.33333333333333,0.0
2017/11/29,25.716666666666672,73.45833333333333,0.0
2017/11/30,22.375000000000004,77.375,0.0
